NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
1945,crc,vkumlvli,8,0111011001101011011101010110110101101100011101100110110001101001,64,011101100110101101110101011011010110110001110110011011000110100101100000010010111101000111100001,96,011101100110101101110101011011010110110001110110011011000110100101000000010010111101000111100001,0.005,1
1946,crc,hoelintecx,10,01101000011011110110010101101100011010010110111001110100011001010110001101111000,80,0110100001101111011001010110110001101001011011100111010001100101011000110111100011000101110010111000001000011101,112,0110100001101011011001010110110001101001011011100111010001100101011000110111100011000101110010111000001000011101,0.005,1
1947,crc,mrpurzbcdkl,11,0110110101110010011100000111010101110010011110100110001001100011011001000110101101101100,88,011011010111001001110000011101010111001001111010011000100110001101100100011010110110110010000000100101000000110011010001,120,011011010111001001110000011101010111001001111010011000110110001101100100011010110110110010000000100101000000110011010001,0.005,1
1948,crc,fspbulcccpvygpu,15,011001100111001101110000011000100111010101101100011000110110001101100011011100000111011001111001011001110111000001110101,120,01100110011100110111000001100010011101010110110001100011011000110110001101110000011101100111100101100111011100000111010110110011101100010000101000101101,152,01100110011100110111000001100010011101010110110001100011011000110110001101110000011101100111100101100111011100000111010110110011101100010000101000101101,0.005,0
1949,crc,gebdxttuuh,10,01100111011001010110001001100100011110000111010001110100011101010111010101101000,80,0110011101100101011000100110010001111000011101000111010001110101011101010110100001100111000101110100110010101110,112,0110011101100101011000100110010001111000011101000111010001110101011101010110100001100111000101110100110010101110,0.005,0
1950,crc,liemihqpxsztg,13,01101100011010010110010101101101011010010110100001110001011100000111100001110011011110100111010001100111,104,0110110001101001011001010110110101101001011010000111000101110000011110000111001101111010011101000110011111101000011001001001110101011000,136,0110110001101001011001010110110101101001011010000111000101110000011110000111001101111010011101000110011111101000011001001001110101011000,0.005,0
1951,crc,cygyjyxbnu,10,01100011011110010110011101111001011010100111100101111000011000100110111001110101,80,0110001101111001011001110111100101101010011110010111100001100010011011100111010101000101111000000110010011110100,112,0110001101111001011001110111100101101010011110010111100001100010011011100111010101000001111000000110010011110100,0.005,1
1952,crc,txvojonhvxiqs,13,01110100011110000111011001101111011010100110111101101110011010000111011001111000011010010111000101110011,104,0111010001111000011101100110111101101010011011110110111001101000011101100111100001101001011100010111001111111110100110110110011011110111,136,0111010001111000011101100110111101101010011011110110111001101000011101100111100001101001011100010111001111111110100110110110011011110111,0.005,0
1953,crc,yvwoxrxfros,11,0111100101110110011101110110111101111000011100100111100001100110011100100110111101110011,88,011110010111011001110111011011110111100001110010011110000110011001110010011011110111001110111010001010001110111011001001,120,011110010111011001110111011010110111100001110010011110000110011001110010011010110111001110111010001010001110111011001001,0.005,2
1954,crc,diltb,5,0110010001101001011011000111010001100010,40,011001000110100101101100011101000110001001000101100111000001000011011011,72,011001000110100101101100011101000110001001000101100111000001000011011011,0.005,0
1955,crc,bqnawyj,7,01100010011100010110111001100001011101110111100101101010,56,0110001001110001011011100110000101110111011110010110101011100110100001110011000110110000,88,0110001001110001011011100110000101110111011110010110101011100110100001110011000110110000,0.005,0
1956,crc,hstytykyqoe,11,0110100001110011011101000111100101110100011110010110101101111001011100010110111101100101,88,011010000111001101110100011110010111010001111001011010110111100101110001011011110110010111000100111011110000000111001011,120,011010000111001101110100011110010111010001111001011010110111100101110001011011110110010111000100111011110000000111001011,0.005,0
1957,crc,qnygxycdt,9,011100010110111001111001011001110111100001111001011000110110010001110100,72,01110001011011100111100101100111011110000111100101100011011001000111010001101011010011001111000101001100,104,01110001011011100111100101100111011110000111100101100011011001000111010001101011010011001111000101001100,0.005,0
1958,crc,eynggb,6,011001010111100101101110011001110110011101100010,48,01100101011110010110111001100111011001110110001000000010010110000001110101110101,80,01100101011110010110111001100111011001110110001000000010010110000001110101110101,0.005,0
1959,crc,wnbsbwqnosgwwut,15,011101110110111001100010011100110110001001110111011100010110111001101111011100110110011101110111011101110111010101110100,120,01110111011011100110001001110011011000100111011101110001011011100110111101110011011001110111011101110111011101010111010001110111000010111101001010110110,152,01110111011011100110001001110011011000100111011101110001011011100110111101110011011001110101011101110111011101010111010001110111000010111101001010110110,0.005,1
1960,crc,ovezjgpkafvm,12,011011110111011001100101011110100110101001100111011100000110101101100001011001100111011001101101,96,01101111011101100110010101111010011010100110011101110000011010110110000101100110011101100110110100001010100110110100101000111101,128,01101111011101100110010101111010011010100110011101110000011010110110000101100110011101100110110100001010100110110100101000111101,0.005,0
1961,crc,oticwj,6,011011110111010001101001011000110111011101101010,48,01101111011101000110100101100011011101110110101010000101100101001111000010100100,80,01101111011101000110100101100011011101110110101010000101100101001111000010100100,0.005,0
1962,crc,vdyfovvdo,9,011101100110010001111001011001100110111101110110011101100110010001101111,72,01110110011001000111100101100110011011110111011001110110011001000110111101001111100110101010000001011011,104,01110110011001000111100101100110011011110111011001110110011001000110111101001111100010101010000001011011,0.005,1
1963,crc,kdxmhjvvlg,10,01101011011001000111100001101101011010000110101001110110011101100110110001100111,80,0110101101100100011110000110110101101000011010100111011001110110011011000110011101101101010001010011100101110000,112,0110101101100100011110000110110101101000011010100111011001110110011011000110011101101101010001010011100101110000,0.005,0
1964,crc,iujkoxn,7,01101001011101010110101001101011011011110111100001101110,56,0110100101110101011010100110101101101111011110000110111011101001011011110110011001101000,88,0110100101110101011010100110101101101111011110000110111011101001011011110110011001101000,0.005,0
1965,crc,mmkaqfrw,8,0110110101101101011010110110000101110001011001100111001001110111,64,011011010110110101101011011000010111000101100110011100100111011101001110011111010110100111000010,96,011011010110110101101011011000010111000101100110011100100111011101001110011111010110100111000010,0.005,0
1966,crc,gdmuorgives,11,0110011101100100011011010111010101101111011100100110011101101001011101100110010101110011,88,011001110110010001101101011101010110111101110010011001110110100101110110011001010111001101010100001010100100011111001110,120,011001110110010001101101011101010110111100110010011001110110100101110110010001010111001101010100001010100100011111001110,0.005,2
1967,crc,viufoakdrsgixnp,15,011101100110100101110101011001100110111101100001011010110110010001110010011100110110011101101001011110000110111001110000,120,01110110011010010111010101100110011011110110000101101011011001000111001001110011011001110110100101111000011011100111000010101100001100000110010001100011,152,01110110011010010111010101100110011011110110000101101011011001000111001001110011011001110110100101111000011011100111000010001100001100000110010001100001,0.005,2
1968,crc,nmfvwsufve,10,01101110011011010110011001110110011101110111001101110101011001100111011001100101,80,0110111001101101011001100111011001110111011100110111010101100110011101100110010111100100111001110111110110010110,112,0110111001101101011001100111011000110111011100110111010101100110011100100110010111100100111001110111110110010110,0.005,2
1969,crc,chjyhxwvd,9,011000110110100001101010011110010110100001111000011101110111011001100100,72,01100011011010000110101001111001011010000111100001110111011101100110010011100110110011111110110001111000,104,01100011011010000110101001111001011010000111100001110111011101100110010011100110110011111110110001111000,0.005,0
1970,crc,tvwinlgylwtwzhu,15,011101000111011001110111011010010110111001101100011001110111100101101100011101110111010001110111011110100110100001110101,120,01110100011101100111011101101001011011100110110001100111011110010110110001110111011101000111011101111010011010000111010100001101111000000001101111010000,152,01110100011101100111011101101001011011100110110001100111011110010110110001110111011101000111011101111010011010000111010100001101111000000001101111010000,0.005,0
1971,crc,iutdksxtzgncu,13,01101001011101010111010001100100011010110111001101111000011101000111101001100111011011100110001101110101,104,0110100101110101011101000110010001101011011100110111100001110100011110100110011101101110011000110111010100100110101101001101000100010011,136,0110100101110101011101000110010001101011011100110111100001110100011110100110011101101110011000110111010100100110101101001101000100010011,0.005,0
1972,crc,gdoycqebtdkqyl,14,0110011101100100011011110111100101100011011100010110010101100010011101000110010001101011011100010111100101101100,112,011001110110010001101111011110010110001101110001011001010110001001110100011001000110101101110001011110010110110010001111100011101110101111101100,144,011001110110010001101111011110010110001101110001011001010110001001110100011001000110101101110001011110010110110010001111100011101110101111101100,0.005,0
1973,crc,pvzyvoxechmumkf,15,011100000111011001111010011110010111011001101111011110000110010101100011011010000110110101110101011011010110101101100110,120,01110000011101100111101001111001011101100110111101111000011001010110001101101000011011010111010101101101011010110110011000011110000011001001111001001111,152,01110000011101100111101001111001011101100110111101111000011001010110001101101000011011010111010101101101011010110110011000011110000011001001111001001111,0.005,0
1974,crc,virfxnab,8,0111011001101001011100100110011001111000011011100110000101100010,64,011101100110100101110010011001100111100001101110011000010110001001110010001100110101010010100100,96,011101100110100101110010011001100111100001101110011000010110001001110010001100110101010010100100,0.005,0
1975,crc,feofkwveyqddnf,14,0110011001100101011011110110011001101011011101110111011001100101011110010111000101100100011001000110111001100110,112,011001100110010101101111011001100110101101110111011101100110010101111001011100010110010001100100011011100110011000010110000000011100010101000011,144,011001100110010101101111011001100110101101110111011101100110010101111001011100010110010001100100001011100110011000010110000000011100010101000011,0.005,1
1976,crc,bxlpohsczlpeo,13,01100010011110000110110001110000011011110110100001110011011000110111101001101100011100000110010101101111,104,0110001001111000011011000111000001101111011010000111001101100011011110100110110001110000011001010110111101101111110010100010011001101101,136,0110001001111000011011000111000001101111011010000111001101100011011110100110110001110000011101010110111101101111110010100010011001101101,0.005,1
1977,crc,vbiuznuhwgkn,12,011101100110001001101001011101010111101001101110011101010110100001110111011001110110101101101110,96,01110110011000100110100101110101011110100110111001110101011010000111011101100111011010110110111010101100000110111100010100001111,128,01110110011000100110100101110101011110100110111001110101011010000111011101100111011010110110111010101100000110111100010100001111,0.005,0
1978,crc,ezmjicpkpclk,12,011001010111101001101101011010100110100101100011011100000110101101110000011000110110110001101011,96,01100101011110100110110101101010011010010110001101110000011010110111000001100011011011000110101110011000010000011011110000010001,128,01100101011110100110110101101010011010010110001101110000011010110111000001100011011011000110101110011000010001011011110000010001,0.005,1
1979,crc,dbiejqeirvw,11,0110010001100010011010010110010101101010011100010110010101101001011100100111011001110111,88,011001000110001001101001011001010110101001110001011001010110100101110010011101100111011100101110011001100001001010010001,120,011001000110001001101001011001010110101001110001011001010110100101110010011101100111011100101110011001100001001010010001,0.005,0
1980,crc,aogsbwpo,8,0110000101101111011001110111001101100010011101110111000001101111,64,011000010110111101100111011100110110001001110111011100000110111110011101101111011010001011011111,96,011000010110111101100111011100110110001001110111011100000110111110011101101111011010001011011111,0.005,0
1981,crc,ttbqkcvhvntq,12,011101000111010001100010011100010110101101100011011101100110100001110110011011100111010001110001,96,01110100011101000110001001110001011010110110001101110110011010000111011001101110011101000111000100000011000000101000001010111001,128,01110100011101000110001001110001011010110110001101110110011010000111011011101110011101000111000100000011000000101000001010111001,0.005,1
1982,crc,pgheyhmaekom,12,011100000110011101101000011001010111100101101000011011010110000101100101011010110110111101101101,96,01110000011001110110100001100101011110010110100001101101011000010110010101101011011011110110110101110000110101101100011101110010,128,01110000011001110110100001100101011110010110100001101101011000010110010101101010011011110110110101110000110101101100011101110010,0.005,1
1983,crc,sqyfj,5,0111001101110001011110010110011001101010,40,011100110111000101111001011001100110101001101110001100111011110101000011,72,011100110111000101111001011001110110101001101110001100111011110101000011,0.005,1
1984,crc,lvthymk,7,01101100011101100111010001101000011110010110110101101011,56,0110110001110110011101000110100001111001011011010110101110101111110100100111000000110101,88,0110110001110110011101000110100001111001011011010110101110101111110100100111000000110101,0.005,0
1985,crc,ecnrqfw,7,01100101011000110110111001110010011100010110011001110111,56,0110010101100011011011100111001001110001011001100111011110000101010000110100101000101010,88,1110010101100011011011100111001001110011011001100111011110000101010000110100101000101010,0.005,2
1986,crc,huoxtcx,7,01101000011101010110111101111000011101000110001101111000,56,0110100001110101011011110111100001110100011000110111100010001000110001010010100010000111,88,0110100001110101011011110111100001110100011000110111100010001000110001010010100010000111,0.005,0
1987,crc,vqyymicvx,9,011101100111000101111001011110010110110101101001011000110111011001111000,72,01110110011100010111100101111001011011010110100101100011011101100111100000011010001100011010111101111100,104,01110110011100010110100101111001011011010110100101100011011101100111100000011010001100011010111101111100,0.005,1
1988,crc,rmgylnsxwigtfq,14,0111001001101101011001110111100101101100011011100111001101111000011101110110100101100111011101000110011001110001,112,011100100110110101100111011110010110110001101110011100110111100001110111011010010110011101110100011001100111000110001011010010110100000111110001,144,011100100110110101100111011110010110110001101110011100110111100001111111011010010110011101110100011001100111000110001011010010110100000111110001,0.005,1
1989,crc,fstuteac,8,0110011001110011011101000111010101110100011001010110000101100011,64,011001100111001101110100011101010111010001100101011000010110001100001101101110111100100010001111,96,011001100111001101110100011101010111010001100101011000010110001100001101101110111100100010001111,0.005,0
1990,crc,isrna,5,0110100101110011011100100110111001100001,40,011010010111001101110010011011100110000110111101001101000100011010001010,72,011010010111001101110010010011100110000110111101001101000100011010001010,0.005,1
1991,crc,jfnbxbjvqxzfyy,14,0110101001100110011011100110001001111000011000100110101001110110011100010111100001111010011001100111100101111001,112,011010100110011001101110011000100111100001100010011010100111011001110001011110000111101001100110011110010111100100100111001001000000010100010010,144,011010100110011001101110011000100111100001100010011010100111011001110001011110000111101001100110011110010111100100100111001001000000010100010010,0.005,0
1992,crc,mxyiljuewikx,12,011011010111100001111001011010010110110001101010011101010110010101110111011010010110101101111000,96,01101101011110000111100101101001011011000110101001110101011001010111011101101001011010110111100010111000110100110110000001101010,128,01101101011110000111100101001001011011000110101001110101011001010111011101101101011010110111100010111000110100110110000001101010,0.005,2
1993,crc,sajzvwnp,8,0111001101100001011010100111101001110110011101110110111001110000,64,011100110110000101101010011110100111011001110111011011100111000011000100101000000110110010011001,96,011100110110000101101010011110100111011001110111011011100111000011000100101000000110110010011001,0.005,0
1994,crc,gttip,5,0110011101110100011101000110100101110000,40,011001110111010001110100011010010111000010111110101011110000101011010101,72,011001110111010001110100011010010111000010111110101011110000101011010101,0.005,0
1995,crc,qstbdswciwqhdt,14,0111000101110011011101000110001001100100011100110111011101100011011010010111011101110001011010000110010001110100,112,011100010111001101110100011000100110010001110011011101110110001101101001011101110111000101101000011001000111010000100100010011110001111110001101,144,011100010111001101110100011000100110010001110011011101110110001101101001011101110111000101101000011001000111010000100000010011100001111110001101,0.005,2
1996,crc,naqbfpps,8,0110111001100001011100010110001001100110011100000111000001110011,64,011011100110000101110001011000100110011001110000011100000111001100000010100000010100100100000111,96,011011100110000101110001011000100110011001110000011100000111001100000010100000010100100100000011,0.005,1
1997,crc,dpjgcvfwpdfexjg,15,011001000111000001101010011001110110001101110110011001100111011101110000011001000110011001100101011110000110101001100111,120,01100100011100000110101001100111011000110111011001100110011101110111000001100100011001100110010101111000011010100110011101010101101101001001101000011001,152,01100100011100000110101001100111011000110111011001100110011101110111000001100100011001100110010101111000011010100110011101010101101101001001101000011001,0.005,0
1998,crc,hknfapb,7,01101000011010110110111001100110011000010111000001100010,56,0110100001101011011011100110011001100001011100000110001010111010110111111001101100000011,88,0110100001101011011011100110011001100001011100000100001010111010110111111101101100000011,0.005,2
1999,crc,excbqgwiefimupl,15,011001010111100001100011011000100111000101100111011101110110100101100101011001100110100101101101011101010111000001101100,120,01100101011110000110001101100010011100010110011101110111011010010110010101100110011010010110110101110101011100000110110000111100101100011101110110010100,152,01100101011110000110001101100010011100010110011101110111011010010110010101100110011010010110110101110101011100000110110000011100101100011101110110010100,0.005,1
2000,crc,qmgpul,6,011100010110110101100111011100000111010101101100,48,01110001011011010110011101110000011101010110110011110100010100101100101100010001,80,01110001011011010110011101110000011101010100110011110100010100101110101100010001,0.005,2
2001,crc,vzhgeypahkmxe,13,01110110011110100110100001100111011001010111100101110000011000010110100001101011011011010111100001100101,104,0111011001111010011010000110011101100101011110010111000001100001011010000110101101101101011110000110010101010111010010111101010001101010,136,0111011001111010011010000110011101100101011110010111000001100001011010000110101101100101011110000110000101010111010010111101010001101010,0.005,2
2002,crc,eevbxlqyunoh,12,011001010110010101110110011000100111100001101100011100010111100101110101011011100110111101101000,96,01100101011001010111011001100010011110000110110001110001011110010111010101101110011011110110100011011011110111100110001100011000,128,01100101011001010111011001100010011110000110110001110001011110010111010101101110011011110110100011011011110111100110001100011000,0.005,0
2003,crc,odcsdjjlqfdiixk,15,011011110110010001100011011100110110010001101010011010100110110001110001011001100110010001101001011010010111100001101011,120,01101111011001000110001101110011011001000110101001101010011011000111000101100110011001000110100101101001011110000110101100011000100101100100101010101111,152,01101111011001000110001101110011011001000110100001101010011011000111000101100110011001000110100101101001011110000110101100011000100101100100101010101111,0.005,1
2004,crc,jqtwabi,7,01101010011100010111010001110111011000010110001001101001,56,0110101001110001011101000111011101100001011000100110100110100010110111101011110101010101,88,0110101001110001011100000111011101100001011000100110100110100010110111101011110101010101,0.005,1
2005,crc,sjltpciyvdmeve,14,0111001101101010011011000111010001110000011000110110100101111001011101100110010001101101011001010111011001100101,112,011100110110101001101100011101000111000001100011011010010111100101110110011001000110110101100101011101100110010101000111011011010001011110101011,144,011100110110101001101100011101000111000001100011011010010111100101110110011001000110110101100101011101100110010101000111011011010001011110101011,0.005,0
2006,crc,amhzayqahr,10,01100001011011010110100001111010011000010111100101110001011000010110100001110010,80,0110000101101101011010000111101001100001011110010111000101100001011010000111001010000101010001101001110010110000,112,0110000101101101011010000111101001100001011110010111000101100001011010000111001010000101010001101001110000110000,0.005,1
2007,crc,fypjzdgb,8,0110011001111001011100000110101001111010011001000110011101100010,64,011001100111100101110000011010100111101001100100011001110110001000010000101010100101111110010000,96,011001100111100100110000011010100111101001100100011001110110001000010000101010100101111110010000,0.005,1
2008,crc,ebysu,5,0110010101100010011110010111001101110101,40,011001010110001001111001011100110111010101111001100000101100110011110001,72,011001010110001001111001011100110111010101111001100000101100110011110001,0.005,0
2009,crc,lnzpdfmj,8,0110110001101110011110100111000001100100011001100110110101101010,64,011011000110111001111010011100000110010001100110011011010110101011101111101011101101100100100111,96,011011000110111001111010011100000110010001100110011011010110101011101111101011101101100100100111,0.005,0
2010,crc,qqyoc,5,0111000101110001011110010110111101100011,40,011100010111000101111001011011110110001110111100111011011110110111001110,72,011100010111000101111001011011110110001110111100111011011110110111001110,0.005,0
2011,crc,fkpgydpntwpjq,13,01100110011010110111000001100111011110010110010001110000011011100111010001110111011100000110101001110001,104,0110011001101011011100000110011101111001011001000111000001101110011101000111011101110000011010100111000111110101110101111101011111001110,136,0110011001101011011100000110011101111001011001000111000001101110011101000111011101110000011010100111000111110101110101111101011111001110,0.005,0
2012,crc,odsrc,5,0110111101100100011100110111001001100011,40,011011110110010001110011011100100110001111110110000000011000101001001010,72,011011110111010001110011011100100110001111110110000000011000101001001010,0.005,1
2013,crc,mfjunfthermdbe,14,0110110101100110011010100111010101101110011001100111010001101000011001010111001001101101011001000110001001100101,112,011011010110011001101010011101010110111001100110011101000110100001100101011100100110110101100100011000100110010101001110001001000101010101111101,144,011011010110011001101010011101010110111001100110011101000110100001100101011100100110110101100100011000100110010101001110001001000101010101111101,0.005,0
2014,crc,umuddcqrz,9,011101010110110101110101011001000110010001100011011100010111001001111010,72,01110101011011010111010101100100011001000110001101110001011100100111101010000111001011011001110111001111,104,01110101011011010111010101100100011001000110001101110001011100100111101010000111011011011001110111001111,0.005,1
2015,crc,jmoqdagvufz,11,0110101001101101011011110111000101100100011000010110011101110110011101010110011001111010,88,011010100110110101101111011100010110010001100001011001110111011001110101011001100111101000010110100111110011000101000111,120,011010100110110101101111011100010110010001100001011001110111011001110101011001100111101000010110100111110011000101000111,0.005,0
2016,crc,bgmccbk,7,01100010011001110110110101100011011000110110001001101011,56,0110001001100111011011010110001101100011011000100110101100011011101111111001001011001101,88,0110001001100111011011010110001111100011011000100110101100011011101111111001001011001101,0.005,1
2017,crc,pscxqunntj,10,01110000011100110110001101111000011100010111010101101110011011100111010001101010,80,0111000001110011011000110111100001110001011101010110111001101110011101000110101011010011110001101100100010011111,112,0111000001110011011000110111100001110001011101010110111001101110011101000110101011010011110001101100100010011111,0.005,0
2018,crc,sajeinilasdm,12,011100110110000101101010011001010110100101101110011010010110110001100001011100110110010001101101,96,01110011011000010110101001100101011010010110111001101001011011000110000101110011011001000110110111101001110000010011000100011110,128,01110011011000010110101001100101011010010110111001101001011011000110000101110011011001000110110111101001110000010011000100011110,0.005,0
2019,crc,hrknle,6,011010000111001001101011011011100110110001100101,48,01101000011100100110101101101110011011000110010110001100100010011011100001101111,80,01101000011100100110101101101110011011000110010110001100100010011011100001101111,0.005,0
2020,crc,cwsbxkwxp,9,011000110111011101110011011000100111100001101011011101110111100001110000,72,01100011011101110111001101100010011110000110101101110111011110000111000001111110000101100111001010111010,104,01100011011101110111001101100010011110000110101101110111011110000111000001111110000111100111001010111010,0.005,1
2021,crc,lvzzdwzohrgapy,14,0110110001110110011110100111101001100100011101110111101001101111011010000111001001100111011000010111000001111001,112,011011000111011001111010011110100110010001110111011110100110111101101000011100100110011101100001011100000111100100111101011001011111110001100001,144,011011000111011001111010011110100110010001110111011110100110111101101000011100100110011101100001011100000111100100111101011001011111110001100001,0.005,0
2022,crc,kzdsatf,7,01101011011110100110010001110011011000010111010001100110,56,0110101101111010011001000111001101100001011101000110011000001101110010111110111010110001,88,0110101101111010011001000111001101100001011101000110011000001101110010111110111010110001,0.005,0
2023,crc,triaixacjoyg,12,011101000111001001101001011000010110100101111000011000010110001101101010011011110111100101100111,96,01110100011100100110100101100001011010010111100001100001011000110110101001101111011110010110011110101011000111110111010000001011,128,01110100011100100110100101100001111010010111100001100001011000110110101001101111011110010110011110101011000111110111010000001011,0.005,1
2024,crc,qklzkxhcutv,11,0111000101101011011011000111101001101011011110000110100001100011011101010111010001110110,88,011100010110101101101100011110100110101101111000011010000110001101110101011101000111011010110100111101010000110100100010,120,011100010110101101101100011110100110101101111000011010000110001101110101011101000111011010110100111101010000110100100010,0.005,0
2025,crc,vqoylytalppfghw,15,011101100111000101101111011110010110110001111001011101000110000101101100011100000111000001100110011001110110100001110111,120,01110110011100010110111101111001011011000111100101110100011000010110110001110000011100000110011001100111011010000111011101111011100111111100100000000000,152,01110110011100010110111101111001011011000111100101110100011000010110110001110000011100000110011001100111011010000111011101111011100111111100100000000000,0.005,0
2026,crc,gyhqihswg,9,011001110111100101101000011100010110100101101000011100110111011101100111,72,01100111011110010110100001110001011010010110100001110011011101110110011110011010100111001010100110001101,104,01100111011110010110100001110001011010010110100001110011011101110110011110011010100111001010100110001101,0.005,0
2027,crc,afwgzzhvzalzvwu,15,011000010110011001110111011001110111101001111010011010000111011001111010011000010110110001111010011101100111011101110101,120,01100001011001100111011101100111011110100111101001101000011101100111101001100001011011000111101001110110011101110111010101110000101110111111010111101011,152,01100001011001100111011101100111011110100111101001101000011101100111101001100001011011000111101001110110011101110111010101110000101110111111010111101011,0.005,0
2028,crc,qyrbdhizokkkvw,14,0111000101111001011100100110001001100100011010000110100101111010011011110110101101101011011010110111011001110111,112,011100010111100101110010011000100110010001101000011010010111101001101111011010110110101101101011011101100111011111101011100110010100101110110110,144,011100010111100101110010011000100110010001101000011010010111101001101111011010110110101101101011011101100111011111101011100110011100101110110110,0.005,1
2029,crc,bhqdydohdoq,11,0110001001101000011100010110010001111001011001000110111101101000011001000110111101110001,88,011000100110100001110001011001000111100101100100011011110110100001100100011011110111000110010111101010100001000110111100,120,011000100110100001110001011001000111100101100100011011110110100001100100011011110111000110010111101010100001000110111100,0.005,0
2030,crc,svdecana,8,0111001101110110011001000110010101100011011000010110111001100001,64,011100110111011001100100011001010110001101100001011011100110000110101011101111111111011101100111,96,011100110111011101100100011001010110001101100001011011100110000110101011101111111111011101100111,0.005,1
2031,crc,otgbamuyyzju,12,011011110111010001100111011000100110000101101101011101010111100101111001011110100110101001110101,96,01101111011101000110011101100010011000010110110101110101011110010111100101111010011010100111010110000111011001110011010110001110,128,01101111011101000110011101100010011000010110110101110101011110010111100101111010011010100111010110000111011001110011010110001110,0.005,0
2032,crc,afmxnpxcwkflwyq,15,011000010110011001101101011110000110111001110000011110000110001101110111011010110110011001101100011101110111100101110001,120,01100001011001100110110101111000011011100111000001111000011000110111011101101011011001100110110001110111011110010111000101110110010110111100110011000000,152,01100001011001100110110101111000011011100111000001111000011000110111011100101011011001100110110001110111011110010111000101110110010110111100110011000000,0.005,1
2033,crc,hdhrlbzdgbk,11,0110100001100100011010000111001001101100011000100111101001100100011001110110001001101011,88,011010000110010001101000011100100110110001100010011110100110010001100111011000100110101110011110011011011010101101100000,120,011010000110010001101000011100100110110001100010011110100110010001100111011000100110101110011110011011011010101101100000,0.005,0
2034,crc,zirxbprlck,10,01111010011010010111001001111000011000100111000001110010011011000110001101101011,80,0111101001101001011100100111100001100010011100000111001001101100011000110110101101101011011101101101011000000000,112,0111101001101001011100100111100001100010011100000111001001101100011000110110101101101011011101101101011000000000,0.005,0
2035,crc,snrlg,5,0111001101101110011100100110110001100111,40,011100110110111001110010011011000110011111101110010000101000000101011100,72,011100110110111001110010011011000110011111101110010000101000000101011100,0.005,0
2036,crc,hxvarqyqcsipsyq,15,011010000111100001110110011000010111001001110001011110010111000101100011011100110110100101110000011100110111100101110001,120,01101000011110000111011001100001011100100111000101111001011100010110001101110011011010010111000001110011011110010111000111101110001101101000110001110001,152,01101000011110000111011001100001011100100111000101111001011100010110001101110011011010010111000001110011011110010111000111101110001101101000110001110001,0.005,0
2037,crc,eesdzxaciau,11,0110010101100101011100110110010001111010011110000110000101100011011010010110000101110101,88,011001010110010101110011011001000111101001111000011000010110001101101001011000010111010111011001011000100011110011010000,120,001001010110010101110011011001000111101101111000011000010110001101101001011000010111010111011001011000100011110011010000,0.005,2
2038,crc,yyslsjco,8,0111100101111001011100110110110001110011011010100110001101101111,64,011110010111100101110011011011000111001101101010011000110110111111010001101011100010000000100000,96,011110010111100101110011011011000111001101101010011000110110111111010001101011100010000000110000,0.005,1
2039,crc,lrhbhc,6,011011000111001001101000011000100110100001100011,48,01101100011100100110100001100010011010000110001110000001101110001100110011000010,80,01101100011100100110100001100010011010000110001110000001101110001100110011000010,0.005,0
2040,crc,plyivsfun,9,011100000110110001111001011010010111011001110011011001100111010101101110,72,01110000011011000111100101101001011101100111001101100110011101010110111001111100111001011100010110000110,104,01110000011011000111100101101001011101100111001101100110011101010111111001111100111001011100010110000110,0.005,1
2041,crc,cozwo,5,0110001101101111011110100111011101101111,40,011000110110111101111010011101110110111110011111111000000110001110101011,72,011000110110111101111010011101110110111110011111111000000110001110101011,0.005,0
2042,crc,wiyfo,5,0111011101101001011110010110011001101111,40,011101110110100101111001011001100110111101111110011101001001000001111100,72,011101110110100101111001011001100110111101111110011101001001000001111100,0.005,0
2043,crc,qjdbcexplj,10,01110001011010100110010001100010011000110110010101111000011100000110110001101010,80,0111000101101010011001000110001001100011011001010111100001110000011011000110101000111010001000111011011101100000,112,0111000101101010011001000110001001100011011001010111100001010000011011000110101000101010001001111011011101100000,0.005,3
2044,crc,phzgcobxdglfipr,15,011100000110100001111010011001110110001101101111011000100111100001100100011001110110110001100110011010010111000001110010,120,01110000011010000111101001100111011000110110111101100010011110000110010001100111011011000110011001101001011100000111001010101000001001011010011101111100,152,01110000011010000111101001100111011000110110111101100010011110000110010001100111011011000110011001101001011100000111001010101000001001011010011101111100,0.005,0
2045,crc,ltchffyijqdmzn,14,0110110001110100011000110110100001100110011001100111100101101001011010100111000101100100011011010111101001101110,112,011011000111010001100011011010000110011001100110011110010110100101101010011100010110010001101101011110100110111000000000111110001011011110000111,144,011011000111010001100011011010000110011001100110011110010110100101101010011100010110010001101101011110100110111000000000111110001011011110000111,0.005,0
2046,crc,apyarbsku,9,011000010111000001111001011000010111001001100010011100110110101101110101,72,01100001011100000111100101100001011100100110001001110011011010110111010101011001111101010011010000101111,104,01100001011100000111100101100001011100100110001001110011011010110111010101011001101101010011010000101111,0.005,1
2047,crc,dkkldvdyu,9,011001000110101101101011011011000110010001110110011001000111100101110101,72,01100100011010110110101101101100011001000111011001100100011110010111010100101111001010101010010111101000,104,01100100011010110110101101101100011001000111011001100100011110010111010100101111001010101010010111101000,0.005,0
