NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
2544,hamming,okyapterbhps,12,011011110110101101111001011000010111000001110100011001010111001001100010011010000111000001110011,96,0101110011110111010110111100101010000101110000011101000110010100111001001100010011010000111000001110011,103,0101110011110111010110111100101010000101110000011101000110010100111001001100010011010000111000001110011,0.01,0
2545,hamming,ymxbaz,6,011110010110110101111000011000100110000101111010,48,100011111001011101101011110000101000100110000101111010,54,100011111001011101101011110000101000100110000101111010,0.01,0
2546,hamming,dfwemefvdzcotr,14,0110010001100110011101110110010101101101011001010110011001110110011001000111101001100011011011110111010001110010,112,10001101010001100011001110111010100101011011010110010101100110011110110011001000111101001100011011011110111010001110010,119,10001101010001100011001110111010100101011011010110010101100110011110110011001000111101001100011011011110111000001110010,0.01,1
2547,hamming,risnnhbgmiidx,13,01110010011010010111001101101110011011100110100001100010011001110110110101101001011010010110010001111000,104,110111110010011001001011100110101011100110111001101000011000100111001110110110101101001011010010110010001111000,111,110111110010011001001011100110101011100110111001101000011000100111001110110110101101001011010010110010001111000,0.01,0
2548,hamming,qjvfuiha,8,0111000101101010011101100110011001110101011010010110100001100001,64,01001110000101110101001110110011100110011101010110100101101000011100001,71,01001110000101110101001110110011100110011101010110101101101000011100001,0.01,1
2549,hamming,nwipcckkapj,11,0110111001110111011010010111000001100011011000110110101101101011011000010111000001101010,88,11011101111001111011101101001011110000011000110110001101101011011101011011000010111000001101010,95,11011101111001111011101101001011110000011000110110001101101011011101010011000010111000001101010,0.01,1
2550,hamming,oqpwhqfambtvov,14,0110111101110001011100000111011101101000011100010110011001100001011011010110001001110100011101100110111101110110,112,01001101111101101000101110000010110111011010000111000101100110011100001011011010110001001110100011101100110111101110110,119,01001101111101101000101110000010110111011010000111000101100110011100001011011010110001001110100011101100110111101110110,0.01,0
2551,hamming,yrlbzxog,8,0111100101110010011011000110001001111010011110000110111101100111,64,11011111100101111001001101100011100010011110100111100001101111011100111,71,11011111100101111001001100100011100010011110100111100001101111011100111,0.01,1
2552,hamming,ywoekwxsadbfm,13,01111001011101110110111101100101011010110111011101111000011100110110000101100100011000100110011001101101,104,010111101001011110111011011110111001010110101101110111011110000111100110110000101100100011000100110011001101101,111,010111101001011110111011011110111001010110101101110111011110000111100110110000101100100011000100110011001101101,0.01,0
2553,hamming,gtkyjhhvningwrk,15,011001110111010001101011011110010110101001101000011010000111011001101110011010010110111001100111011101110111001001101011,120,1101110001110110101000110101101011100101101010011010000110100001111011001101110011010010110111001100111011101110111001001101011,127,1101110001110110101000110101101011100101101010011010000110100001111011001101110011010010110111001100111011101110111001001101011,0.01,0
2554,hamming,ncinghpugpucb,13,01101110011000110110100101101110011001110110100001110000011101010110011101110000011101010110001101100010,104,000011001110011100011011010010101011100110011101101000011100000111101010110011101110000011101010110001101100010,111,100011001110011100011011010010101011100110011101101000011100000111101010110011101110000011101010110001101100010,0.01,1
2555,hamming,kmuxqw,6,011010110110110101110101011110000111000101110111,48,010111001011011101101011101010111110000111000101110111,54,010111001011011101101011101010111110000111000101110111,0.01,0
2556,hamming,olxniwmyklw,11,0110111101101100011110000110111001101001011101110110110101111001011010110110110001110111,88,00011100111101100110001111000011101110011010010111011101101101001111001011010110110110001110111,95,00011100111101100110001111000011101110011010010111011101101101001111001011010110110110001110111,0.01,0
2557,hamming,tklfqsieawlgbl,14,0111010001101011011011000110011001110001011100110110100101100101011000010111011101101100011001110110001001101100,112,11011111010001110101101101100010100110011100010111001101101001011100101011000010111011101101100011001110110001001101100,119,11011111010001110101101101100010100110011100010111001101101001011100101011000010111011101101100011001110110001001101100,0.01,0
2558,hamming,ttnvkoxbsmbaa,13,01110100011101000110111001110110011010110110111101111000011000100111001101101101011000100110000101100001,104,010011100100011010100011011100111101100110101101101111011110000011000100111001101101101011000100110000101100001,111,010011100100011010100011011110111101100110101101101111011110000011000100111001101101101011000100110000101100001,0.01,1
2559,hamming,fdtpqx,6,011001100110010001110100011100000111000101111000,48,000111000110011000100011101000101100000111000101111000,54,000111000110011000100011101000101100100111000101111000,0.01,1
2560,hamming,okgvzj,6,011011110110101101100111011101100111101001101010,48,110111001111011101011011001110111101100111101001101010,54,110111001111011101011011001110111101100111101001101010,0.01,0
2561,hamming,iamkqe,6,011010010110000101101101011010110111000101100101,48,100011011001011100001011011010101010110111000101100101,54,100011011001011100001011011010101010110111000100100101,0.01,1
2562,hamming,hdsoubwqwi,10,01101000011001000111001101101111011101010110001001110111011100010111011101101001,80,110111011000011000100011100110111011110111010101100010011101110011100010111011101101001,87,110111011000011000100011100110111011110111010101100010011101110011100010111011101101001,0.01,0
2563,hamming,qbtadz,6,011100010110001001110100011000010110010001111010,48,000011100001011100010011101000101000010110010001111010,54,000011100001011100010011101000101000010110010001111010,0.01,0
2564,hamming,nxhwbywskwfecr,14,0110111001111000011010000111011101100010011110010111011101110011011010110111011101100110011001010110001101110010,112,11011100111001111100001101000011110111011000100111100101110111001110011011010110111011101100110011001010110001101110010,119,11011100111001111100001101000011110111011000100111100101110111001110011011010110111011101100110011001010110001101110010,0.01,0
2565,hamming,frzophpqueun,12,011001100111001001111010011011110111000001101000011100000111000101110101011001010111010101101110,96,0001110101100111100100111101001110111101110000011010000111000001111000101110101011001010111010101101110,103,0001110101100111100100111101001110111101110000011010000111000001111000101110101011001010111010101101110,0.01,0
2566,hamming,ikpxgxhlbrkbit,14,0110100101101011011100000111100001100111011110000110100001101100011000100111001001101011011000100110100101110100,112,01011101100101110101101110000010111000011001110111100001101000011101100011000100111001001101011011000100110100101110100,119,01011101100101110101101110000010111010011001110111100001101000011101100011000100111001001101011011000100110100111110100,0.01,2
2567,hamming,ikzfylumwpogdnn,15,011010010110101101111010011001100111100101101100011101010110110101110111011100000110111101100111011001000110111001101110,120,1000110110010111010110111101001110011001111001011011000111010100110110101110111011100000110111101100111011001000110111001101110,127,1000110110010111010110111101001110011001111001011011000111010100110110001111111011100000110111101100111011001000100111001101110,0.01,3
2568,hamming,wphfqluqxpbl,12,011101110111000001101000011001100111000101101100011101010111000101111000011100000110001001101100,96,1001111001110110100000110100001010011001110001011011000111010100111000101111000011100000110001001101100,103,1001111001110110100000110100001010011001110001011011000111010100111000101111000011100000110001001101100,0.01,0
2569,hamming,iaxossapjqdjf,13,01101001011000010111100001101111011100110111001101100001011100000110101001110001011001000110101001100110,104,010011011001011100001011110000101011110111001101110011011000010011100000110101001110001011001000110101001100110,111,010011011001011100001011110000101011110111001101110011011000010011100000110101001110001011001000110101001100110,0.01,0
2570,hamming,zrxqlwqtxki,11,0111101001110010011110000111000101101100011101110111000101110100011110000110101101101001,88,00011110101001101001001111000011110001011011000111011101110001011110100011110000110101101101001,95,00011110101001101001011111000011110001011011000111011101110001011110100011110000110101101101000,0.01,2
2571,hamming,grkgoufmfjiffc,14,0110011101110010011010110110011101101111011101010110011001101101011001100110101001101001011001100110011001100011,112,10011100011101111001001101011011100111011011110111010101100110011101101011001100110101001101001011001100110011001100011,119,10011100011101111001001101011011100111011011110111010101100110011101101011001100110101001101001011001100110011001100011,0.01,0
2572,hamming,bprtslsoobkofy,14,0110001001110000011100100111010001110011011011000111001101101111011011110110001001101011011011110110011001111001,112,11011100001001101000001110010010110100011100110110110001110011011101111011011110110001001101011011011110110011001111001,119,11011100001001101000001110010010110100011100110110110001110011011101111011011110110001001101011011011110110011001111001,0.01,0
2573,hamming,kgrnleutmmsft,13,01101011011001110111001001101110011011000110010101110101011101000110110101101101011100110110011001110100,104,100111001011011100111011100100111011100110110001100101011101010111101000110110101101101011100110110011001110100,111,100111001011011100111011100100111001100110110001100101011101010111101000110110101101101011100110110011001110100,0.01,1
2574,hamming,hpjglzjsvdv,11,0110100001110000011010100110011101101100011110100110101001110011011101100110010001110110,88,10001101100001111000001101010011100111011011000111101001101010001110011011101100110010001110110,95,10001101100001111000001101010011100011011011000111101001101010001110011011101100110010001110110,0.01,1
2575,hamming,gztzqxz,7,01100111011110100111010001111010011100010111100001111010,56,11011100011101111101001110100011111010011100010111100001111010,62,11011100011101111101001110100011111010011100010111100001111010,0.01,0
2576,hamming,fjuzqkorhyzz,12,011001100110101001110101011110100111000101101011011011110111001001101000011110010111101001111010,96,0001110101100111010100111010101011101001110001011010110110111100111001001101000011110010111101001111010,103,0001110101100111010100111010101011101001110001011010110110011100111001001101000011110010111101001111010,0.01,1
2577,hamming,ynfitdwn,8,0111100101101110011001100110100101110100011001000111011101101110,64,00011110100101110111001100110010101001011101000110010001110111011101110,71,00011110100101110111001100110010101001011101000110010001110111011101010,0.01,1
2578,hamming,avjafdkdks,10,01100001011101100110101001100001011001100110010001101011011001000110101101110011,80,000111010001011110110011010100101000010110011001100100011010110111001000110101101110011,87,000111010001011110110011010100101000010110011001100100011010110111001000110101101110011,0.01,0
2579,hamming,qyrhuyhh,8,0111000101111001011100100110100001110101011110010110100001101000,64,01001111000101101100101110010011101000011101010111100101101000011101000,71,01101111000101101100101110010011101000011101011111100101101000011101000,0.01,2
2580,hamming,jpmvidtmbfnk,12,011010100111000001101101011101100110100101100100011101000110110101100010011001100110111001101011,96,1100110110100111100000110110101011011001101001011001000111010000110110101100010011001100110111001101011,103,1100110110100111100000110110101011011001101001011001000111010000110110101100010011001100110111001101011,0.01,0
2581,hamming,egmzitp,7,01100101011001110110110101111010011010010111010001110000,56,11011100010101100011101101101011111010011010010111010001110000,62,11011100010101100011101101101011111010011010010111010001110000,0.01,0
2582,hamming,zpanyy,6,011110100111000001100001011011100111100101111001,48,000011101010011010000011000010101011100111100101111001,54,000011101010011010000011000010101011100111100101111001,0.01,0
2583,hamming,cqsoqamz,8,0110001101110001011100110110111101110001011000010110110101111010,64,00011100001101101000101110011011101111011100010110000101101101011111010,71,01011100001101101000101110011011101111011100010110000001101101011111010,0.01,2
2584,hamming,borgiwgqwtlo,12,011000100110111101110010011001110110100101110111011001110111000101110111011101000110110001101111,96,1100110000100110011110111001001110011101101001011101110110011100111000101110111011101000110110001101111,103,1100110000100110011110111001001110011100101001011101110110011100111000101110111011101000110110001101111,0.01,1
2585,hamming,bqnwxrduib,10,01100010011100010110111001110111011110000111001001100100011101010110100101100010,80,000011010010011010001011011100101101110111100001110010011001000011101010110100101100010,87,000011010011011010001011011100101101110111100001110010011001000011101010110100101100010,0.01,1
2586,hamming,nukiuuxq,8,0110111001110101011010110110100101110101011101010111100001110001,64,10011101111001101010101101011011101001011101010111010101111000001110001,71,10011101111001101010101101011011101001011101010111010101111000001110001,0.01,0
2587,hamming,gfnzn,5,0110011101100110011011100111101001101110,40,1100110101110110001100110111001111101001101110,46,1100111101110110001100110111001111101001101110,0.01,1
2588,hamming,rfqrh,5,0111001001100110011100010111001001101000,40,1000111000100111001100111000101011001001101000,46,1000111000100111001100111000101011001001101000,0.01,0
2589,hamming,wtpxxdzbxm,10,01110111011101000111000001111000011110000110010001111010011000100111100001101101,80,110111110111011110100011100000111110000111100001100100011110100011000100111100001101101,87,110111110111011110100011100000111110000111100001100100011110100011000100111100001101101,0.01,0
2590,hamming,kpdgwmqk,8,0110101101110000011001000110011101110111011011010111000101101011,64,11011100101101101000001100100011100111011101110110110101110001011101011,71,11011100101101101000001100100011100111011101110110110101110001011101011,0.01,0
2591,hamming,fsuwtau,7,01100110011100110111010101110111011101000110000101110101,56,10001100011001111001101110101011110111011101000110000101110101,62,10001100011001111001101110101011110110011101000110000101110101,0.01,1
2592,hamming,yprpryktbb,10,01111001011100000111001001110000011100100111100101101011011101000110001001100010,80,110011101001011110000011100100101100000111001001111001011010110011101000110001001100010,87,110011101001011110000011100100101100000111001001111001011010110011101000110001001100011,0.01,1
2593,hamming,gnyuukpnviyugpo,15,011001110110111001111001011101010111010101101011011100000110111001110110011010010111100101110101011001110111000001101111,120,0001110101110111011100111100101011010101110101011010110111000000110111001110110011010010111100101110101011001110111000001101111,127,0001110101110111011100111100101011010101110101011010110111000000110111001110110011010010111100101110101011001110111000001101111,0.01,0
2594,hamming,cohiio,6,011000110110111101101000011010010110100101101111,48,010011010011011001111011010000111010010110100101101111,54,010011010011011001111011010000111010000110100101101111,0.01,1
2595,hamming,gjyhretrcbaxkdq,15,011001110110101001111001011010000111001001100101011101000111001001100011011000100110000101111000011010110110010001110001,120,1000110001110111010100111100101010100001110010011001010111010000111001001100011011000100110000101111000011010110110010001110001,127,1000110001110111010100011100101010100001110010011001010111010000111001001100011011000100110000101111000011010110110010001110001,0.01,1
2596,hamming,jufrvfyguyd,11,0110101001110101011001100111001001110110011001100111100101100111011101010111100101100100,88,01001100101001111010101100110011110010011101100110011001111001001100111011101010111100101100100,95,01001100101001111010101100110011100010011101100110011001111001001100111011101010111100111100100,0.01,2
2597,hamming,rtchfspbf,9,011100100111010001100011011010000110011001110011011100000110001001100110,72,1000111000100111101000110001101010100001100110011100110111000001110001001100110,79,1000111000100111101000110001101010100001100110011100110111000001110001001000110,0.01,1
2598,hamming,cevhqfbtggbjb,13,01100011011001010111011001101000011100010110011001100010011101000110011101100111011000100110101001100010,104,010011010011011100101011101100101010000111000101100110011000100011101000110011101100111011000100110101001100010,111,010011010011011100101011101100101010000111000101000110011000100011101000110011101100111011000100110101001100010,0.01,1
2599,hamming,xxvuapguhjucs,13,01111000011110000111011001110101011000010111000001100111011101010110100001101010011101010110001101110011,104,110111111000011111000011101100101101010110000101110000011001110011101010110100001101010011101010110001101110011,111,110111111000011111000011101100101101010110000101111000011001110011101010110100001101010011101010110001101110011,0.01,1
2600,hamming,kusks,5,0110101101110101011100110110101101110011,40,0100110110110111101010111001101110101101110011,46,0100110110110111101010111001101110101101110011,0.01,0
2601,hamming,kjvkwlxhqdtam,13,01101011011010100111011001101011011101110110110001111000011010000111000101100100011101000110000101101101,104,100111011011011101010011101100101010110111011101101100011110000011010000111000101100100011101000110000101101101,111,100111011011011101010011101100101010110111011101111100011110010011010000111000101100100011101000110000101101101,0.01,2
2602,hamming,akvviybfgy,10,01100001011010110111011001110110011010010111100101100010011001100110011101111001,80,110011000001011001011011101100101101100110100101111001011000100011001100110011101111001,87,100011000001011001011011101100101101100110100101111001011000100011001100110011101111001,0.01,1
2603,hamming,owxbxedtttbm,12,011011110111011101111000011000100111100001100101011001000111010001110100011101000110001001101101,96,1000110011110111101110111100001010001001111000011001010110010000111010001110100011101000110001001101101,103,1000110011110111101110111100001010001001111000011001010110010000111010001110100011101000110001001101101,0.01,0
2604,hamming,qykktwtkqen,11,0111000101111001011010110110101101110100011101110111010001101011011100010110010101101110,88,10011111000101101100101101011010101011011101000111011101110100001101011011100010110010101101110,95,10011111000111101100101101011010101011011101000111011101110100001101011011100010110010101101110,0.01,1
2605,hamming,ncleqmhg,8,0110111001100011011011000110010101110001011011010110100001100111,64,10001100111001110001101101100011100101011100010110110101101000011100111,71,10001100111001110001101101100011100101011100010110110101101000011100111,0.01,0
2606,hamming,natxdg,6,011011100110000101110100011110000110010001100111,48,010111001110011100001011101000111110000110010001100111,54,010111001110011100001011101000111100000100010001100111,0.01,2
2607,hamming,ycfxdek,7,01111001011000110110011001111000011001000110010101101011,56,10001110100101100001101100110011111000011001000110010101101011,62,10001111100101100011101100110011111000011001000110010101101011,0.01,2
2608,hamming,obulvoksv,9,011011110110001001110101011011000111011001101111011010110111001101110110,72,1101110011110110000100111010101110110001110110011011110110101100111001101110110,79,1101110011110110000100111010101110110001110110011011110110101100111001101110110,0.01,0
2609,hamming,zzuckyllyldjom,14,0111101001111010011101010110001101101011011110010110110001101100011110010110110001100100011010100110111101101101,112,01011110101001101101001110101010100011011010110111100101101100011101100011110010110110001100100011010100110111101101101,119,01011110101001101101001110101010100011011010110111100101101100011101100011110010110110001100100011010000110111101101101,0.01,1
2610,hamming,iiqtbh,6,011010010110100101110001011101000110001001101000,48,100111011001011001001011100010111101000110001001101000,54,100111011001011001000011100010111101000110001001101000,0.01,1
2611,hamming,akeukojwgk,10,01100001011010110110010101110101011010110110111101101010011101110110011101101011,80,000111010001011101011011001010111101010110101101101111011010100011101110110011101101011,87,000111010001011101010011001010111101010110101001101111011010100011101110110011101101011,0.01,2
2612,hamming,kgqoxc,6,011010110110011101110001011011110111100001100011,48,100111011011011000111011100010111011110111100001100011,54,100111011011011000111011100010111011110111100001100011,0.01,0
2613,hamming,jhdwrszgbfr,11,0110101001101000011001000111011101110010011100110111101001100111011000100110011001110010,88,01001101101001110100001100100011110111011100100111001101111010001100111011000100110011001110010,95,01001101101001110100001100100011110111011100100111001101111110011100111011010100110011001110010,0.01,3
2614,hamming,xkjqcpubsjv,11,0111100001101011011010100111000101100011011100000111010101100010011100110110101001110110,88,01001110100001110101101101010011110001011000110111000001110101011100010011100110110101001110110,95,01001110100001110101111101010011110001011000110111000001110101011100010011100111110101001110110,0.01,2
2615,hamming,mnuzhyanlme,11,0110110101101110011101010111101001101000011110010110000101101110011011000110110101100101,88,11001100110101100111001110101011111010011010000111100101100001001101110011011000110110101100101,95,11101100110101100111001110101011111010011010000111100101100001001101110011011000110110101100101,0.01,1
2616,hamming,oubwgspm,8,0110111101110101011000100111011101100111011100110111000001101101,64,10001101111101111010101100010010110111011001110111001101110000011101101,71,10001101111101111010101100010010010111011001110111001101110000011101101,0.01,1
2617,hamming,reoylrwxqyf,11,0111001001100101011011110111100101101100011100100111011101111000011100010111100101100110,88,01001111001001100010101101111010111001011011000111001001110111011111000011100010111100101100110,95,01001101001001100010101101111010111001011011000111001001110111011111000011100000101100101100110,0.01,3
2618,hamming,ljsfbuhupjai,12,011011000110101001110011011001100110001001110101011010000111010101110000011010100110000101101001,96,1101110111000111010100111001101010011001100010011101010110100001111010101110000011010100110000101101001,103,1101110111000111010100111001101010011001100010011101010110100001111011101110000011010100110000101101001,0.01,1
2619,hamming,usjfhtd,7,01110101011100110110101001100110011010000111010001100100,56,10011110010101111001101101010011100110011010000111010001100100,62,10011110010111111001101101010011100110011010000111010001100100,0.01,1
2620,hamming,vcbhgikjeq,10,01110110011000110110001001101000011001110110100101101011011010100110010101110001,80,110111110110011100011011000100101010000110011101101001011010110011010100110010101110001,87,110111111110011100011011010100101010000110011101101001011010110011010100110010101110001,0.01,2
2621,hamming,xrkrdp,6,011110000111001001101011011100100110010001110000,48,010011111000011110010011010110111100100110010001110000,54,010011111000011110010011010110111100100110010001110000,0.01,0
2622,hamming,zamkrrdxwb,10,01111010011000010110110101101011011100100111001001100100011110000111011101100010,80,110111101010011100001011011010111010110111001001110010011001000111110000111011101100010,87,100111101010011100001011011000111010110110001001100010011001000111110000111011101100010,0.01,4
2623,hamming,jxregkc,7,01101010011110000111001001100101011001110110101101100011,56,00001101101001101100001110010011100101011001110110101101100011,62,00001101101101101100001110010011100101011011110110101101100011,0.01,2
2624,hamming,xwdobuiutguaxlq,15,011110000111011101100100011011110110001001110101011010010111010101110100011001110111010101100001011110000110110001110001,120,1101111010000111101110110010001010111101100010011101010110100100111010101110100011001110111010101100001011110000110110001110001,127,1101111010000111101110010010001010111101100010011101010110100100111010101110100011001110111010101100001001110000110110001110001,0.01,2
2625,hamming,mvhdpdtgpgwxqlx,15,011011010111011001101000011001000111000001100100011101000110011101110000011001110111011101111000011100010110110001111000,120,0001110011010111101100110100001010010001110000011001000111010001110011101110000011001110111011101111000011100010110110001111000,127,0001110011010111101100110100001010010001110000011001000111010001110011101110000011001110111011101111000011100010110110001110000,0.01,1
2626,hamming,bcnea,5,0110001001100011011011100110010101100001,40,1000110100100110000110110111001010010101100001,46,1000110100100110000110110111001010010101100001,0.01,0
2627,hamming,chggt,5,0110001101101000011001110110011101110100,40,0001110100110111010000110011101010011101110100,46,0001110100110111010000110011101011011101110100,0.01,1
2628,hamming,nlauwktw,8,0110111001101100011000010111010101110111011010110111010001110111,64,10001100111001110110001100001011110101011101110110101101110100001110111,71,10001100111001110110001100100011110101011101110110101101110100001110111,0.01,2
2629,hamming,fqoekn,6,011001100111000101101111011001010110101101101110,48,010111010110011010001011011110111001010110101101101110,54,010111010110011010001001011110101001010110101101101110,0.01,2
2630,hamming,dpoet,5,0110010001110000011011110110010101110100,40,1001110101000110100000110111101110010101110100,46,1001110101000110100000110111101110010101110100,0.01,0
2631,hamming,bildesm,7,01100010011010010110110001100100011001010111001101101101,56,10001100001001110100101101100010100100011001010111001101101101,62,10001100001001110100101101100000100100011001010111001101101101,0.01,1
2632,hamming,yeytg,5,0111100101100101011110010111010001100111,40,1000111010010110001010111100101011010001100111,46,1000111010010110001010111100101011010001100111,0.01,0
2633,hamming,rurtgaqn,8,0111001001110101011100100111010001100111011000010111000101101110,64,11001110001001111010101110010011110100011001110110000101110001011101110,71,11001110001001111010101110010011110100011001110110000101110001011101110,0.01,0
2634,hamming,bkhlru,6,011000100110101101101000011011000111001001110101,48,100011000010011001011011010000101011000111001001110101,54,100011000010011001011011010000101011000111001001110101,0.01,0
2635,hamming,cgnrfomjjpfbu,13,01100011011001110110111001110010011001100110111101101101011010100110101001110000011001100110001001110101,104,010111010011011100111011011100101100100110011001101111011011010111010100110101001110000011001100110001001110101,111,010111010011011100111011011100101100100110011001101111011011010111010100110101011110000011001100110001001110101,0.01,1
2636,hamming,xnfxjd,6,011110000110111001100110011110000110101001100100,48,000111111000011101110011001100101110000110101001100100,54,000111011000011101110011001100101110000110101001100100,0.01,1
2637,hamming,yqhdxcvgnpizue,14,0111100101110001011010000110010001111000011000110111011001100111011011100111000001101001011110100111010101100101,112,10001110100101101000101101000011100100011110000110001101110110011100111011011100111000001101001011110100111010101100101,119,10001110100101101000101101000011100100011110000110001101110110011100111011011100111000001101001011110100111000101100101,0.01,1
2638,hamming,zmqrz,5,0111101001101101011100010111001001111010,40,0001111110100110011010111000101011001001111010,46,0001111110100110011010111010101011001001011010,0.01,2
2639,hamming,iblfz,5,0110100101100010011011000110011001111010,40,1101110110010110000100110110001010011001111010,46,1101110110010110000100110110001010011001111010,0.01,0
2640,hamming,ykvehgfncvh,11,0111100101101011011101100110010101101000011001110110011001101110011000110111011001101000,88,00001111100101100101101110110011100101011010000110011101100110011101110011000110111011001101000,95,00001111100101100101101110110011100101011010000110011101100110010101110011000110111011001101000,0.01,1
2641,hamming,cwtzkvmr,8,0110001101110111011101000111101001101011011101100110110101110010,64,00011100001101111011101110100011111010011010110111011001101101001110010,71,00011100001101111011101110100011111010011010110111011001101101001110010,0.01,0
2642,hamming,xyxpnwqnlgj,11,0111100001111001011110000111000001101110011101110111000101101110011011000110011101101010,88,00001110100001111100101111000011110000011011100111011101110001001101110011011000110011101101010,95,00001110100001111100101111000011110000011011100111011101110001001101110011011000110011101101010,0.01,0
2643,hamming,lowrspgvqjv,11,0110110001101111011101110111001001110011011100000110011101110110011100010110101001110110,88,11011101110001100111101110111010110010011100110111000001100111001110110011100010110101001110110,95,11011111110001100111101110111010110010011100110111100001100111001110110011100010110101001110110,0.01,2
2644,hamming,nwacxdl,7,01101110011101110110000101100011011110000110010001101100,56,10011100111001111011101100001010100011011110000110010001101100,62,11011100111001111011101100001010100011011110000110010001101100,0.01,1
2645,hamming,bbuddvp,7,01100010011000100111010101100100011001000111011001110000,56,11001100001001110001001110101011100100011001000111011001110000,62,11001100001001110001001110101011100101011001000111011001110000,0.01,1
2646,hamming,dirvtewhd,9,011001000110100101110010011101100111010001100101011101110110100001100100,72,1000110001000111010010111001001011011001110100011001010111011100110100001100100,79,1000110001000111010010111001001011010001110100011001010111011100110100001100100,0.01,1
2647,hamming,bfdtecjvtadoc,13,01100010011001100110010001110100011001010110001101101010011101100111010001100001011001000110111101100011,104,100011010010011000110011001000111101000110010101100011011010100111101100111010001100001011001000110111101100011,111,100011010010011000110011001000111101000110010101100011011110100111101100111010001100001011001000110111101100011,0.01,1
2648,hamming,evjvdwjk,8,0110010101110110011010100111011001100100011101110110101001101011,64,01011101010101101011001101010011110110011001000111011101101010011101011,71,01011101010101101011001101010011110110011001000111011101101010011101011,0.01,0
2649,hamming,qxknji,6,011100010111100001101011011011100110101001101001,48,100011100001011011000011010110101011100110101001101001,54,100011100001011011000011010110101011100110101001101001,0.01,0
2650,hamming,qdnjy,5,0111000101100100011011100110101001111001,40,0101111100010111001000110111001010101001111001,46,0101111100010111001000010111001010101001111001,0.01,1
2651,hamming,ubrvzqqylx,10,01110101011000100111001001110110011110100111000101110001011110010110110001111000,80,000011110101011000010011100100111101100111101001110001011100010111110010110110001111000,87,000011110101011000010011100100111101100111101001110001011100010111110010110110001111000,0.01,0
2652,hamming,gtmcbsvqvtb,11,0110011101110100011011010110001101100010011100110111011001110001011101100111010001100010,88,10001100011101111010001101101010100011011000100111001101110110001110001011101100111010001100010,95,10001100011101111010001101101010100011011000100111001101110110001110001011101100111010001100010,0.01,0
2653,hamming,raknmontgo,10,01110010011000010110101101101110011011010110111101101110011101000110011101101111,80,000111110010011000001011010110101011100110110101101111011011100111101000110011101101111,87,000111110010011000001011010110101011100111110101101111011011100111101000110011101101111,0.01,1
2654,hamming,ukcshrwclch,11,0111010101101011011000110111001101101000011100100111011101100011011011000110001101101000,88,00011110010101110101101100011011110011011010000111001001110111011100011011011000110001101101000,95,00011110010101110101101100011011110011011010000111001001110111011100011011011000110001101101000,0.01,0
2655,hamming,nfcthlkx,8,0110111001100110011000110111010001101000011011000110101101111000,64,01001101111001100011001100011011110100011010000110110001101011001111000,71,01001101110001100011001100011011110100010010000110110001101011001111000,0.01,2
2656,hamming,hofkyuwklm,10,01101000011011110110011001101011011110010111010101110111011010110110110001101101,80,110111001000011101111011001100101010110111100101110101011101110011010110110110001101101,87,110111001000011101111001001100001010110111100101110101011101110011010110110110001101101,0.01,2
2657,hamming,huvotsdyebfzfpe,15,011010000111010101110110011011110111010001110011011001000111100101100101011000100110011001111010011001100111000001100101,120,1000110110000111101010111011001110111101110100011100110110010000111100101100101011000100110011001111010011001100111000001100101,127,1000110110000111101010111011001110111111110100011100110110010000111100101100100011000100110011001111010011001100111000001100101,0.01,2
2658,hamming,qkidpyhfdukzfn,14,0111000101101011011010010110010001110000011110010110100001100110011001000111010101101011011110100110011001101110,112,11001111000101110101101101001011100100011100000111100101101000011100110011001000111010101101011011110100110011001101110,119,11001111000101110101101101001011100100011100000111100101101000011100110011001000111010101101011011110100110011001101110,0.01,0
2659,hamming,ahdmjjuv,8,0110000101101000011001000110110101101010011010100111010101110110,64,10011101000101100100001100100011101101011010100110101001110101011110110,71,10011101000101100100001100100011101101011010100110101001110101011110110,0.01,0
2660,hamming,xqcgagtmqha,11,0111100001110001011000110110011101100001011001110111010001101101011100010110100001100001,88,00001111100001101000101100011010100111011000010110011101110100011101101011100010110100001100001,95,00001111100001101000101100011010100111011000010110011101110100011101101011100010110100001100001,0.01,0
2661,hamming,eeootxwhkve,11,0110010101100101011011110110111101110100011110000111011101101000011010110111011001100101,88,11011101010101100010101101111011101111011101000111100001110111011101000011010110111011001100101,95,11011101010101100010101011111011101111011101000111100001110111011101000011010110111011001100101,0.01,2
2662,hamming,gnofsl,6,011001110110111001101111011001100111001101101100,48,000111000111011001110011011110101001100111001101101100,54,000111000111011001110011011110101001100111001101101100,0.01,0
2663,hamming,bnwkrzlusdmwllq,15,011000100110111001110111011010110111001001111010011011000111010101110011011001000110110101110111011011000110110001110001,120,0000110100100111011100111011101110101101110010011110100110110000111010101110011011001000110110101110111011011000110110001110001,127,0000110100100111011100111011101110101101110010011110100110110000111010101110011011001000110110101110111011111000110110001110001,0.01,1
2664,hamming,swipx,5,0111001101110111011010010111000001111000,40,1001111000110111101110110100101011000001111000,46,1001111000110111101110110100101011000001111000,0.01,0
2665,hamming,dibpgefi,8,0110010001101001011000100111000001100111011001010110011001101001,64,10011101010001100100101100010011110000011001110110010101100110001101001,71,10011101010001100100101100010111110000011001110110010101100110001101001,0.01,1
